"dyadidyr","ccode_1","ccode_2","year","stateabb_1","majpow_1","numGPs","numstates","milex_1","milper_1","irst_1","pec_1","tpop_1","upop_1","cap_1","stateabb_2","majpow_2","milex_2","milper_2","irst_2","pec_2","tpop_2","upop_2","cap_2","dyad","conttype","colcont","alliance","distance"
2020979,2,20,1979,"USA",1,5,156,122279000,2033,123688,2659868,225055,56702,0.137216106057167,"CAN",0,4119005,79,16078,288132,24202,5653,0.0117834247648716,2020,1,0,1,737.042541503906
2020989,2,20,1989,"USA",1,5,161,294880000,2240,87722,2745073,247342,63402,0.148238658905029,"CAN",0,9480000,88,15458,300105,27286,9685,0.0119699314236641,2020,1,0,1,737.042541503906
2020991,2,20,1991,"USA",1,7,177,262389000,2110,79738,2827021,252618,64814,0.137137770652771,"CAN",0,11420000,86,12987,285843,28031,10455,0.011731687001884,2020,1,0,1,737.042541503906
2020997,2,20,1997,"USA",1,7,187,276324000,1530,98485,3114015,267901,68503,0.139552921056747,"CAN",0,7801000,61,15553,332197,30004,11751,0.0112028419971466,2020,1,0,1,737.042541503906
2040921,2,40,1921,"USA",1,5,60,1116342,387,20101,622541,108538,28210,0.25322949886322,"CUB",0,17444,18,0,23,3080,393,0.00175491708796471,2040,4,4,0,1826.61560058594
2040933,2,40,1933,"USA",1,7,65,570400,244,23605,649968,125690,36518,0.205140322446823,"CUB",0,7894,13,0,26,3960,867,0.00181721185799688,2040,4,4,0,1826.61560058594
2040934,2,40,1934,"USA",1,7,66,803100,247,26474,689998,126485,36644,0.197442844510078,"CUB",0,12195,13,0,29,4040,901,0.00182438548654318,2040,4,4,0,1826.61560058594
2040960,2,40,1960,"USA",1,5,107,45380000,2306,90067,1421218,180671,50966,0.215443834662437,"CUB",0,175000,46,37,4748,7029,1609,0.00183246715459973,2040,4,4,1,1826.61560058594
2040961,2,40,1961,"USA",1,5,111,47808000,2307,88917,1447002,183691,50941,0.210654854774475,"CUB",0,175000,270,46,4431,7134,1620,0.00374430231750011,2040,4,4,1,1826.61560058594
2040962,2,40,1962,"USA",1,5,117,52381008,2807,89202,1508570,186538,50916,0.209911420941353,"CUB",0,2e+05,270,54,5378,7254,1630,0.00365216284990311,2040,4,4,1,1826.61560058594
2040971,2,40,1971,"USA",1,5,140,74862000,2720,109265,2311854,207661,55560,0.169956237077713,"CUB",0,290000,140,111,12499,8678,1855,0.00225201994180679,2040,4,4,0,1826.61560058594
2040974,2,40,1974,"USA",1,5,143,85906000,2146,132196,2430725,213854,55736,0.15269860625267,"CUB",0,282000,140,250,14384,9162,1956,0.00213790847919881,2040,4,4,0,1826.61560058594
2040976,2,40,1976,"USA",1,5,151,91013000,2075,116121,2536257,218035,55721,0.142462685704231,"CUB",0,-9,125,250,15497,9430,2216,0.00233640428632498,2040,4,4,0,1826.61560058594
2040977,2,40,1977,"USA",1,5,152,100925000,2060,113701,2619481,220239,55713,0.141824409365654,"CUB",0,770000,200,330,16463,9547,2444,0.00278218300081789,2040,4,4,0,1826.61560058594
2040979,2,40,1979,"USA",1,5,156,122279000,2033,123688,2659868,225055,56702,0.137216106057167,"CUB",0,1136486,210,313,16619,9720,2898,0.00287848198786378,2040,4,4,0,1826.61560058594
2040981,2,40,1981,"USA",1,5,159,169888000,2101,109614,2502657,229966,57825,0.13800747692585,"CUB",0,1272515,225,317,16370,9724,3353,0.00295046297833323,2040,4,4,0,1826.61560058594
2040983,2,40,1983,"USA",1,5,160,217198000,2201,76762,2378677,234307,58856,0.132941901683807,"CUB",0,1338001,250,352,16987,9897,3428,0.00307259568944573,2040,4,4,0,1826.61560058594
2040987,2,40,1987,"USA",1,5,161,273966000,2280,80876,2561765,242804,61975,0.134029194712639,"CUB",0,1660000,297,402,18249,10301,3802,0.00328133651055396,2040,4,4,0,1826.61560058594
2040990,2,40,1990,"USA",1,5,165,289755000,2180,89726,2798225,249907,64116,0.141253262758255,"CUB",0,1691000,297,270,18878,10624,4070,0.00324781495146453,2040,4,4,0,1826.61560058594
2040996,2,40,1996,"USA",1,7,187,277254000,1570,95535,3055692,265284,67433,0.138412430882454,"CUB",0,715000,70,231,10289,11019,4270,0.00159599434118718,2040,4,4,0,1826.61560058594
2041869,2,41,1869,"USA",0,6,37,16559,52,1739,35983,39051,3949,0.108005575835705,"HAI",0,-9,4,0,0,592,0,0.000345648149959743,NA,0,0,0,2305.78930664062
2041882,2,41,1882,"USA",0,6,37,13040,38,4697,91087,52821,6789,0.131010800600052,"HAI",0,242,7,0,0,814,0,0.000632096023764461,NA,0,0,0,2305.78930664062
2041888,2,41,1888,"USA",0,6,38,12647,39,6594,139275,60496,8871,0.15232689678669,"HAI",0,-9,7,0,0,943,0,0.000497241562698036,NA,0,0,0,2305.78930664062
2041889,2,41,1889,"USA",0,6,38,13195,39,7726,133959,61775,9275,0.154842659831047,"HAI",0,-9,5,0,0,966,0,0.000411958986660466,NA,0,0,0,2305.78930664062
2041891,2,41,1891,"USA",0,6,38,15315,38,8412,162044,64361,10075,0.165589705109596,"HAI",0,267,5,0,0,1014,0,0.000558319268748164,NA,0,0,0,2305.78930664062
2041911,2,41,1911,"USA",1,8,45,57157,145,24056,521004,93863,21039,0.216205358505249,"HAI",0,-9,12,0,0,1770,0,0.000668749678879976,NA,0,0,0,2305.78930664062
2041914,2,41,1914,"USA",1,8,45,253205,166,23890,556778,99111,23340,0.206364050507545,"HAI",0,533,6,0,0,1910,102,0.000579531246330589,NA,0,0,0,2305.78930664062
2041915,2,41,1915,"USA",1,8,45,257648,174,32667,580731,100546,24008,0.222082704305649,"HAI",0,789,6,0,0,1950,104,0.000473071791930124,NA,0,0,0,2305.78930664062
2041963,2,41,1963,"USA",1,5,119,52295008,2700,99120,1589655,189242,50891,0.207966476678848,"HAI",0,6700,16,0,12,4008,284,0.000436400907346979,NA,0,4,1,2305.78930664062
2041993,2,41,1993,"USA",1,7,186,297600000,1810,88793,2921265,258132,66072,0.15345162153244,"HAI",0,-9,8,0,1928,6903,1247,0.000530248275026679,NA,0,4,1,2305.78930664062
2041994,2,41,1994,"USA",1,7,187,293214000,1710,91244,2962511,260602,66457,0.145680174231529,"HAI",0,-9,0,0,1968,7041,1300,0.000462223833892494,NA,0,4,1,2305.78930664062
2042900,2,42,1900,"USA",1,8,42,41481,126,10352,256081,76094,14207,0.187998816370964,"DOM",0,-9,1,0,0,600,0,0.000145776066347025,NA,0,4,0,2371.68798828125
2042905,2,42,1905,"USA",1,8,45,45098,108,20345,397156,83822,16982,0.21378318965435,"DOM",0,74,1,0,0,670,0,0.000145125566632487,NA,0,4,0,2371.68798828125
2042914,2,42,1914,"USA",1,8,45,253205,166,23890,556778,99111,23340,0.206364050507545,"DOM",0,-9,1,0,0,800,0,0.000159602917847224,NA,0,4,0,2371.68798828125
2042915,2,42,1915,"USA",1,8,45,257648,174,32667,580731,100546,24008,0.222082704305649,"DOM",0,-9,1,0,0,810,0,0.000138643925311044,NA,0,4,0,2371.68798828125
2042916,2,42,1916,"USA",1,8,44,277421,179,43460,646120,101961,24688,0.232936024665833,"DOM",0,-9,1,0,0,820,0,0.000139771509566344,NA,0,4,0,2371.68798828125
2042917,2,42,1917,"USA",1,8,44,658584,644,45784,710959,103268,25310,0.244028180837631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2371.68798828125
2042961,2,42,1961,"USA",1,5,111,47808000,2307,88917,1447002,183691,50941,0.210654854774475,"DOM",0,31600,19,0,46,3341,367,0.00052105396753177,NA,0,4,1,2371.68798828125
2055983,2,55,1983,"USA",1,5,160,217198000,2201,76762,2378677,234307,58856,0.132941901683807,"GRN",0,2300,1,0,7,91,0,9.99538133328315e-06,NA,0,0,1,3342.9462890625
2070836,2,70,1836,"USA",0,5,29,2571,17,280,1807,15423,356,0.0509530045092106,"MEX",0,-9,25,0,1,6729,138,0.00941431149840355,2070,1,0,0,3037.916015625
2070837,2,70,1837,"USA",0,5,30,3121,22,290,2027,15843,391,0.0535364039242268,"MEX",0,-9,25,0,1,6801,140,0.00974678993225098,2070,1,0,0,3037.916015625
2070838,2,70,1838,"USA",0,5,30,3083,18,310,1922,16264,429,0.0532727055251598,"MEX",0,-9,25,0,1,6875,142,0.00965877808630466,2070,1,0,0,3037.916015625
2070839,2,70,1839,"USA",0,5,32,2012,19,330,2159,16684,471,0.0508005544543266,"MEX",0,-9,25,0,3,6948,144,0.00947827287018299,2070,1,0,0,3037.916015625
2070842,2,70,1842,"USA",0,5,35,3011,23,219,2643,18345,610,0.0493010729551315,"MEX",0,-9,20,0,8,7125,151,0.00876724440604448,2070,1,0,0,3037.916015625
2070843,2,70,1843,"USA",0,5,36,1364,21,320,2967,18957,662,0.0510814748704433,"MEX",0,-9,20,0,8,7193,153,0.0086916433647275,2070,1,0,0,3037.916015625
2070844,2,70,1844,"USA",0,5,36,2432,21,400,3557,19569,718,0.0573261827230453,"MEX",0,1617,20,0,9,7264,156,0.0114010665565729,2070,1,0,0,3037.916015625
2070845,2,70,1845,"USA",0,5,36,3534,21,490,4284,20182,779,0.0616531260311604,"MEX",0,-9,20,0,11,7339,158,0.00881181564182043,2070,1,0,0,3037.916015625
2070846,2,70,1846,"USA",0,5,37,9506,39,777,4863,20794,846,0.0827573239803314,"MEX",0,5283,20,0,12,7403,161,0.0179394576698542,2070,1,0,0,3037.916015625
2070847,2,70,1847,"USA",0,5,38,7431,58,813,5767,21406,918,0.0845096111297607,"MEX",0,-9,20,0,11,7472,163,0.00861955527216196,2070,1,0,0,3037.916015625
2070848,2,70,1848,"USA",0,5,39,8106,60,813,6424,22018,996,0.0871742442250252,"MEX",0,-9,21,0,13,7534,166,0.00868171360343695,2070,1,0,0,3037.916015625
2070850,2,70,1850,"USA",0,5,39,4302,21,572,7607,23261,1174,0.0724712237715721,"MEX",0,-9,23,0,19,7648,171,0.00858460739254951,2070,1,0,0,3037.916015625
2070851,2,70,1851,"USA",0,5,40,3525,21,420,9438,24086,1273,0.067707322537899,"MEX",0,-9,24,0,20,7708,173,0.00879798550158739,2070,1,0,0,3037.916015625
2070855,2,70,1855,"USA",0,5,43,5892,26,711,14651,27386,1760,0.0759973675012589,"MEX",0,-9,26,0,22,7917,184,0.0078971004113555,2070,1,0,0,3037.916015625
2070859,2,70,1859,"USA",0,5,44,5638,29,763,17435,30687,2433,0.0830743759870529,"MEX",0,-9,26,0,43,8302,195,0.0081490958109498,2070,1,0,0,3037.916015625
2070860,2,70,1860,"USA",0,6,46,7060,28,835,18282,31513,2639,0.0773721784353256,"MEX",0,-9,26,0,53,8412,198,0.00519233662635088,2070,1,0,0,3037.916015625
2070870,2,70,1870,"USA",0,6,37,13128,50,1692,37779,39905,4130,0.0989996120333672,"MEX",0,1440,18,0,83,9210,231,0.00530704250559211,2070,1,5,0,3037.916015625
2070873,2,70,1873,"USA",0,6,33,15014,43,2602,53674,43006,4667,0.116268761456013,"MEX",0,2087,20,0,91,9452,242,0.00639161979779601,2070,1,5,0,3037.916015625
2070875,2,70,1875,"USA",0,6,34,11720,38,2057,52194,45073,5064,0.106964692473412,"MEX",0,2185,22,10,96,9608,249,0.00662270374596119,2070,1,5,0,3037.916015625
2070876,2,70,1876,"USA",0,6,35,10749,41,1899,51080,46107,5275,0.10191684961319,"MEX",0,2179,22,10,100,9694,253,0.00614913133904338,2070,1,5,0,3037.916015625
2070877,2,70,1877,"USA",0,6,35,9074,34,2100,56754,47141,5495,0.104652613401413,"MEX",0,2249,22,10,102,9795,257,0.00599299790337682,2070,1,5,0,3037.916015625
2070878,2,70,1878,"USA",0,6,37,11367,36,2338,55588,48174,5724,0.108345314860344,"MEX",0,1415,22,10,101,9887,260,0.0052390219643712,2070,1,5,0,3037.916015625
2070880,2,70,1880,"USA",0,6,37,11414,38,3896,76969,50262,6211,0.12545970082283,"MEX",0,1666,25,10,116,10073,268,0.00588696775957942,2070,1,5,0,3037.916015625
2070886,2,70,1886,"USA",0,6,36,10382,39,5774,107964,57938,8114,0.146135300397873,"MEX",0,2500,21,10,157,10780,294,0.00625367974862456,2070,1,5,0,3037.916015625
2070893,2,70,1893,"USA",0,6,38,16964,39,7238,172586,66970,10874,0.165728613734245,"MEX",0,2611,38,10,260,12257,327,0.00646155932918191,2070,1,5,0,3037.916015625
2070911,2,70,1911,"USA",1,8,45,57157,145,24056,521004,93863,21039,0.216205358505249,"MEX",0,2182,32,0,3945,15332,606,0.00534229725599289,2070,1,5,0,3037.916015625
2070912,2,70,1912,"USA",1,8,45,58992,153,31753,557076,95335,21804,0.224815726280212,"MEX",0,2886,57,0,2784,15514,623,0.00607460783794522,2070,1,5,0,3037.916015625
2070913,2,70,1913,"USA",1,8,44,62825,155,31803,600107,97225,22596,0.219911307096481,"MEX",0,4478,31,0,1459,15370,641,0.00534596154466271,2070,1,5,0,3037.916015625
2070914,2,70,1914,"USA",1,8,45,253205,166,23890,556778,99111,23340,0.206364050507545,"MEX",0,22000,30,0,1310,15090,690,0.00456235092133284,2070,1,5,0,3037.916015625
2070915,2,70,1915,"USA",1,8,45,257648,174,32667,580731,100546,24008,0.222082704305649,"MEX",0,21500,180,0,2080,14643,672,0.00455306610092521,2070,1,5,0,3037.916015625
2070916,2,70,1916,"USA",1,8,44,277421,179,43460,646120,101961,24688,0.232936024665833,"MEX",0,-9,200,0,3185,14030,660,0.00542748905718327,2070,1,5,0,3037.916015625
2070917,2,70,1917,"USA",1,8,44,658584,644,45784,710959,103268,25310,0.244028180837631,"MEX",0,63500,-9,0,2274,13900,652,0.0042862119153142,2070,1,5,0,3037.916015625
2070918,2,70,1918,"USA",1,7,50,7014226,2897,45176,743925,103208,26020,0.294871479272842,"MEX",0,60000,55,0,3281,14000,650,0.00386544386856258,2070,1,5,0,3037.916015625
2070919,2,70,1919,"USA",1,5,51,11217796,1173,35228,648393,104514,26723,0.381283342838287,"MEX",0,70526,137,21,3120,14150,656,0.00599303422495723,2070,1,5,0,3037.916015625
2070920,2,70,1920,"USA",1,5,59,1657118,343,42809,743808,106461,27428,0.289566367864609,"MEX",0,65792,120,32,3377,14150,707,0.0069052604958415,2070,1,5,0,3037.916015625
2090885,2,90,1885,"USA",0,6,36,9748,39,4110,103359,56658,7761,0.131261348724365,"GUA",0,-9,3,0,0,681,0,0.000285519723547623,NA,0,0,0,3004.98974609375
2090911,2,90,1911,"USA",1,8,45,57157,145,24056,521004,93863,21039,0.216205358505249,"GUA",0,469,7,0,0,1120,0,0.000507364457007498,NA,0,0,0,3004.98974609375
2090958,2,90,1958,"USA",1,5,90,45503008,2411,77342,1437859,174882,49733,0.234469965100288,"GUA",0,9800,8,0,27,3546,368,0.000450233928859234,NA,0,0,1,3004.98974609375
2091929,2,91,1929,"USA",1,7,64,701300,255,57339,903141,121767,35318,0.239793449640274,"HON",0,900,2,0,0,960,0,0.000196413893718272,NA,0,4,0,2935.83325195312
2092921,2,92,1921,"USA",1,5,60,1116342,387,20101,622541,108538,28210,0.25322949886322,"SAL",0,169,4,0,0,1190,0,0.000219402048969641,NA,0,0,0,3049.3779296875
2093909,2,93,1909,"USA",1,8,45,56177,142,24339,478835,90490,19589,0.225192025303841,"NIC",0,-9,4,0,0,532,0,0.000216606582398526,NA,0,5,0,3117.8583984375
2093910,2,93,1910,"USA",1,8,45,55880,139,26512,523027,92407,20302,0.226482406258583,"NIC",0,-9,4,0,0,540,0,0.000216982036363333,NA,0,5,0,3117.8583984375
2093926,2,93,1926,"USA",1,7,63,558004,247,49069,852304,117397,32464,0.263267576694489,"NIC",0,132,3,0,0,668,0,0.000170684885233641,NA,0,4,0,3117.8583984375
2093954,2,93,1954,"USA",1,5,82,42786000,3302,80115,1302449,163026,47007,0.28094008564949,"NIC",0,-9,3,0,13,1183,133,0.000206372133106925,NA,0,4,1,3117.8583984375
2093982,2,93,1982,"USA",1,5,159,196345000,2168,67656,2380353,232188,58453,0.129588901996613,"NIC",0,249000,41,0,2306,2957,676,0.000561975699383765,NA,0,0,1,3117.8583984375
2093983,2,93,1983,"USA",1,5,160,217198000,2201,76762,2378677,234307,58856,0.132941901683807,"NIC",0,348000,46,0,2199,3058,700,0.000611210823990405,NA,0,0,1,3117.8583984375
2093984,2,93,1984,"USA",1,5,161,237052000,2222,83940,2467563,236348,59259,0.135594040155411,"NIC",0,625000,67,0,2138,3163,726,0.000781807641033083,NA,0,0,1,3117.8583984375
2093985,2,93,1985,"USA",1,5,161,245154000,2244,80067,2466405,238466,60260,0.137314572930336,"NIC",0,702000,74,0,2205,3272,747,0.000847514893393964,NA,0,0,1,3117.8583984375
2093986,2,93,1986,"USA",1,5,161,265480000,2269,74032,2468629,240651,61261,0.135287314653397,"NIC",0,436090,75,0,2338,3384,768,0.000786308140959591,NA,0,0,1,3117.8583984375
2093987,2,93,1987,"USA",1,5,161,273966000,2280,80876,2561765,242804,61975,0.134029194712639,"NIC",0,189000,80,0,2304,3501,790,0.000766929762903601,NA,0,0,1,3117.8583984375
2093988,2,93,1988,"USA",1,5,161,281935000,2250,90631,2669996,245021,62689,0.134468868374825,"NIC",0,142000,74,0,2333,3622,813,0.000717790797352791,NA,0,0,1,3117.8583984375
2095921,2,95,1921,"USA",1,5,60,1116342,387,20101,622541,108538,28210,0.25322949886322,"PAN",0,-9,0,0,0,450,0,7.05326383467764e-05,NA,0,1,0,3339.08569335938
2095987,2,95,1987,"USA",1,5,161,273966000,2280,80876,2561765,242804,61975,0.134029194712639,"PAN",0,104600,12,0,2944,2257,665,0.00030057635740377,NA,0,0,1,3339.08569335938
2095988,2,95,1988,"USA",1,5,161,281935000,2250,90631,2669996,245021,62689,0.134468868374825,"PAN",0,101000,11,0,2321,2303,673,0.00028193712932989,NA,0,0,1,3339.08569335938
2095989,2,95,1989,"USA",1,5,161,294880000,2240,87722,2745073,247342,63402,0.148238658905029,"PAN",0,141000,14,0,2244,2350,686,0.000311624375171959,NA,0,0,1,3339.08569335938
2100834,2,100,1834,"USA",0,5,29,2073,13,240,1291,14582,295,0.0477734804153442,"COL",0,-9,3,0,0,1655,0,0.0014364147791639,NA,0,0,0,3815.18383789062
2100856,2,100,1856,"USA",0,5,43,6117,26,801,15378,28212,1908,0.0784092098474503,"COL",0,-9,2,0,0,2402,0,0.00140655576251447,NA,0,0,0,3815.18383789062
2100896,2,100,1896,"USA",0,7,39,16382,42,8762,183531,70885,12194,0.1600112169981,"COL",0,-9,6,0,12,3745,104,0.001302988268435,NA,0,0,0,3815.18383789062
2100903,2,100,1903,"USA",1,8,44,43814,106,14768,356268,80632,15812,0.210496455430984,"COL",0,-9,15,0,33,4040,110,0.00152753794100136,NA,0,5,0,3815.18383789062
2100904,2,100,1904,"USA",1,8,44,47918,110,14082,353388,82166,16387,0.204941630363464,"COL",0,-9,10,0,36,4090,111,0.00135656900238246,NA,0,5,0,3815.18383789062
2101000,2,101,2000,"USA",1,7,191,303136000,1366,101803,3283713,278357,75342,0.142687663435936,"VEN",0,1397000,56,3835,142070,24170,11663,0.00473081087693572,NA,0,5,1,3303.033203125
2101010,2,101,2010,"USA",1,7,194,693600000,1580,80495,3211750,312247,177349,0.147579714655876,"VEN",0,2043000,115,2207,144552,29043,12718,0.00438871700316668,NA,0,5,1,3303.033203125
2130952,2,130,1952,"USA",1,5,77,47852000,3636,84520,1309824,157553,45123,0.3113674223423,"ECU",0,7459,12,0,420,3412,486,0.000648870714940131,NA,0,0,1,4354.5322265625
2130955,2,130,1955,"USA",1,5,84,40518000,2935,106173,1415958,165931,47688,0.266422480344772,"ECU",0,19472,20,0,465,3862,558,0.000725605350453407,NA,0,0,1,4354.5322265625
2130963,2,130,1963,"USA",1,5,119,52295008,2700,99120,1589655,189242,50891,0.207966476678848,"ECU",0,16887,18,0,827,4847,874,0.000720829586498439,NA,0,0,1,4354.5322265625
2130967,2,130,1967,"USA",1,5,130,75448000,3380,115406,1903194,198712,50790,0.208548113703728,"ECU",0,25083,15,0,1193,5460,1061,0.000721015152521431,NA,0,0,1,4354.5322265625
2130971,2,130,1971,"USA",1,5,140,74862000,2720,109265,2311854,207661,55560,0.169956237077713,"ECU",0,29680,20,0,3324,6148,1312,0.000812168116681278,NA,0,0,1,4354.5322265625
2130972,2,130,1972,"USA",1,5,140,77639000,2323,120875,2396418,209896,55652,0.164743155241013,"ECU",0,37320,20,0,3578,6331,1424,0.000831164477858692,NA,0,0,1,4354.5322265625
2130980,2,130,1980,"USA",1,5,156,143981000,2050,101456,2584210,227726,57197,0.133114591240883,"ECU",0,194100,35,17,9278,7961,2269,0.00111938337795436,NA,0,0,1,4354.5322265625
2130981,2,130,1981,"USA",1,5,159,169888000,2101,109614,2502657,229966,57825,0.13800747692585,"ECU",0,247996,34,28,10197,8183,2373,0.00114559871144593,NA,0,0,1,4354.5322265625
2135852,2,135,1852,"USA",0,5,40,4226,21,508,10270,24911,1380,0.071873813867569,"PER",0,-9,11,0,0,2112,0,0.00199349294416606,NA,0,0,0,5672.587890625
2135858,2,135,1858,"USA",0,5,43,7297,29,640,16015,29862,2244,0.0834308117628098,"PER",0,-9,12,0,0,2363,0,0.00202847109176219,NA,0,0,0,5672.587890625
2135955,2,135,1955,"USA",1,5,84,40518000,2935,106173,1415958,165931,47688,0.266422480344772,"PER",0,32526,18,0,3391,8790,1273,0.00153907807543874,NA,0,0,1,5672.587890625
2135962,2,135,1962,"USA",1,5,117,52381008,2807,89202,1508570,186538,50916,0.209911420941353,"PER",0,69000,48,71,4177,10516,2104,0.00192657508887351,NA,0,0,1,5672.587890625
2135969,2,135,1969,"USA",1,5,133,81446000,3460,128152,2198902,202677,53117,0.197950810194016,"PER",0,174910,75,194,7624,12829,3417,0.00236136303283274,NA,0,0,1,5672.587890625
2135979,2,135,1979,"USA",1,5,156,122279000,2033,123688,2659868,225055,56702,0.137216106057167,"PER",0,535442,125,436,14235,16867,6643,0.00311437249183655,NA,0,0,1,5672.587890625
2135992,2,135,1992,"USA",1,7,181,286892000,1920,84322,2856725,255391,65413,0.148244857788086,"PER",0,782630,112,343,16042,22454,11109,0.0033549799118191,NA,0,0,1,5672.587890625
2140866,2,140,1866,"USA",0,6,41,17821,77,1225,26846,36538,3452,0.098171703517437,"BRA",0,2609,77,0,171,8221,247,0.00934008602052927,NA,0,0,0,6794.435546875
2140903,2,140,1903,"USA",1,8,44,43814,106,14768,356268,80632,15812,0.210496455430984,"BRA",0,3550,24,0,1016,19180,2062,0.00993950664997101,NA,0,0,0,6794.435546875
2155883,2,155,1883,"USA",0,6,36,11425,37,4669,97750,54100,7099,0.131346255540848,"CHL",0,413,16,0,143,2408,256,0.00256443256512284,NA,0,0,0,8080.88525390625
2155891,2,155,1891,"USA",0,6,38,15315,38,8412,162044,64361,10075,0.165589705109596,"CHL",0,-9,9,0,189,2627,346,0.00228100316599011,NA,0,0,0,8080.88525390625
2155892,2,155,1892,"USA",0,6,38,15654,39,9304,171105,65666,10467,0.173335909843445,"CHL",0,124,9,0,194,2646,354,0.00201222440227866,NA,0,0,0,8080.88525390625
2200837,2,200,1837,"USA",0,5,30,3121,22,290,2027,15843,391,0.0535364039242268,"UKG",1,8448,143,1030,36676,25651,3346,0.300794720649719,NA,0,1,0,5901.34326171875
2200838,2,200,1838,"USA",0,5,30,3083,18,310,1922,16264,429,0.0532727055251598,"UKG",1,8531,155,1120,37976,25904,3437,0.303915590047836,NA,0,1,0,5901.34326171875
2200839,2,200,1839,"USA",0,5,32,2012,19,330,2159,16684,471,0.0508005544543266,"UKG",1,9737,159,1250,39345,26199,3531,0.309370368719101,NA,0,1,0,5901.34326171875
2200846,2,200,1846,"USA",0,5,37,9506,39,777,4863,20794,846,0.0827573239803314,"UKG",1,13117,191,2210,50672,28002,4154,0.302888244390488,NA,0,1,0,5901.34326171875
2200854,2,200,1854,"USA",0,5,41,5765,21,668,13632,26561,1623,0.0742004290223122,"UKG",1,76329,234,3119,70914,27658,4943,0.336089044809341,NA,0,1,0,5901.34326171875
2200856,2,200,1856,"USA",0,5,43,6117,26,801,15378,28212,1908,0.0784092098474503,"UKG",1,32369,382,3644,73272,28011,5162,0.295699566602707,NA,0,1,0,5901.34326171875
2200858,2,200,1858,"USA",0,5,43,7297,29,640,16015,29862,2244,0.0834308117628098,"UKG",1,19531,292,3511,73912,28390,5391,0.289561301469803,NA,0,1,0,5901.34326171875
2200860,2,200,1860,"USA",0,6,46,7060,28,835,18282,31513,2639,0.0773721784353256,"UKG",1,25007,347,3888,80738,28778,5629,0.276445627212524,NA,0,1,0,5901.34326171875
2200861,2,200,1861,"USA",0,6,42,95362,217,664,17660,32351,2759,0.144429206848145,"UKG",1,26032,316,3772,81520,28976,5753,0.258389234542847,NA,0,1,0,5901.34326171875
2200881,2,200,1881,"USA",0,6,37,11973,38,4211,81416,51542,6494,0.126424551010132,"UKG",1,22350,247,8275,138269,34934,9474,0.216477110981941,NA,0,1,0,5901.34326171875
2200902,2,200,1902,"USA",1,8,43,39722,111,15187,300106,79163,15258,0.207668200135231,"UKG",1,93419,489,4988,188800,41893,13932,0.161253571510315,NA,0,1,0,5901.34326171875
2200903,2,200,1903,"USA",1,8,44,43814,106,14768,356268,80632,15812,0.210496455430984,"UKG",1,66400,416,5115,189999,42247,14098,0.142976775765419,NA,0,1,0,5901.34326171875
2200939,2,200,1939,"USA",1,7,65,980000,334,47898,829091,131028,37772,0.181971088051796,"UKG",1,7895671,394,13433,219686,47762,18429,0.0996836498379707,NA,0,2,0,5901.34326171875
2200940,2,200,1940,"USA",1,7,62,1657000,458,60765,939812,132122,37988,0.201907113194466,"UKG",1,9948329,1020,13183,232740,48226,18502,0.0949571430683136,NA,0,2,0,5901.34326171875
2220835,2,220,1835,"USA",0,5,29,2001,14,260,1650,15003,324,0.0485200025141239,"FRN",1,11823,289,295,3282,33260,1163,0.136413156986237,NA,0,0,0,6169.15380859375
2220860,2,220,1860,"USA",0,6,46,7060,28,835,18282,31513,2639,0.0773721784353256,"FRN",1,25746,608,898,14260,36510,2742,0.12207967787981,NA,0,0,0,6169.15380859375
2220865,2,220,1865,"USA",0,6,41,30471,1063,845,22658,35701,3301,0.13546521961689,"FRN",1,23844,479,1204,18470,38020,3088,0.110678166151047,NA,0,0,0,6169.15380859375
2220866,2,220,1866,"USA",0,6,41,17821,77,1225,26846,36538,3452,0.098171703517437,"FRN",1,24182,458,1260,20124,38080,2644,0.109320357441902,NA,0,0,0,6169.15380859375
2220895,2,220,1895,"USA",0,7,39,15187,42,9598,182744,69580,11737,0.168098986148834,"FRN",1,35936,586,2004,38547,38460,4748,0.0885783210396767,NA,0,0,0,6169.15380859375
2220942,2,220,1942,"USA",1,6,53,26001000,3859,78047,1103469,134860,38377,0.285455197095871,"FRN",0,742009,-9,4488,49025,8000,2381,0.015556113794446,NA,0,4,0,6169.15380859375
2225954,2,225,1954,"USA",1,5,82,42786000,3302,80115,1302449,163026,47007,0.28094008564949,"SWZ",0,160448,0,150,6728,4929,1023,0.00166618078947067,NA,0,0,0,6603.181640625
2230816,2,230,1816,"USA",0,5,23,3823,17,80,254,8659,101,0.039697490632534,"SPN",0,6512,125,10,0,11073,221,0.0463931150734425,NA,0,1,0,6092.00341796875
2230818,2,230,1818,"USA",0,5,23,1910,14,90,302,9139,112,0.036126546561718,"SPN",0,4681,126,10,0,11241,234,0.04402981325984,NA,0,1,0,6092.00341796875
2230850,2,230,1850,"USA",0,5,39,4302,21,572,7607,23261,1174,0.0724712237715721,"SPN",0,3931,117,38,246,14305,575,0.0307988282293081,NA,0,4,0,6092.00341796875
2230854,2,230,1854,"USA",0,5,41,5765,21,668,13632,26561,1623,0.0742004290223122,"SPN",0,3826,103,33,307,14742,643,0.0238906797021627,NA,0,4,0,6092.00341796875
